City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,tekane,1.7284,128.0095,300.56,80,100,0.96,ID,1724372025
292,malanje,-9.5402,16.341,291.87,50,73,2.05,AO,1724372028
293,hamilton,39.1834,-84.5333,297.28,48,0,2.57,US,1724371945
294,pushkar,26.5,74.55,298.75,83,100,2.14,IN,1724372030
295,north bay,46.3168,-79.4663,292.01,69,0,3.91,CA,1724372031
296,vel'sk,61.0701,42.0983,283.81,92,1,1.91,RU,1724372033
297,pierre,44.3683,-100.351,302.66,58,0,3.6,US,1724372034
298,punta alta,-38.8759,-62.0736,279.13,75,50,2.85,AR,1724372035
299,bonthe,7.5264,-12.505,297.77,90,90,3.21,SL,1724372037
300,leninskoye,41.7589,69.3864,294.85,27,0,2.63,KZ,1724372038
301,saint-francois,46.4154,3.9054,285.84,94,0,1.03,FR,1724372039
302,kapit,2.0167,112.9333,295.72,99,100,0.4,MY,1724372040
303,pervomayskoye,43.919,46.7102,294.8,75,44,2.92,RU,1724372042
304,devonport,-41.1667,146.35,286.77,85,99,0.45,AU,1724372043
305,utrik,11.2278,169.8474,301.51,78,100,7.5,MH,1724372044
306,port macquarie,-31.4333,152.9167,292.63,65,31,0.89,AU,1724372046
307,hami,42.8,93.45,299.97,20,4,3.06,CN,1724372047
308,ukiah,39.1502,-123.2078,296.09,46,0,3.09,US,1724372048
309,shagonar,51.5333,92.8,286.71,68,3,0.24,RU,1724372050
310,antsiranana,-12.2787,49.2917,294.99,70,2,5.41,MG,1724372051
311,sao joao da barra,-21.6403,-41.0511,296.67,76,0,11.68,BR,1724372052
312,opuwo,-18.0607,13.84,290.28,13,0,2.07,NA,1724372054
313,mazagao,-0.115,-51.2894,300.55,76,39,3.92,BR,1724372055
314,semporna,4.4818,118.6112,299.11,88,100,1.44,MY,1724372056
315,fomboni,-12.28,43.7425,297.49,72,10,3.26,KM,1724372057
316,gadzhiyevo,69.2551,33.3362,286.11,71,67,5.67,RU,1724372059
317,puerto deseado,-47.7503,-65.8938,278.43,76,100,3.06,AR,1724372060
318,rio grande,-32.035,-52.0986,286.03,91,100,5.6,BR,1724371815
319,port glaud,-32.035,-52.0986,286.03,91,100,5.6,BR,1724371815
320,kuta,-8.7233,115.1723,299.12,94,20,2.06,ID,1724372064
321,tsiombe,-25.3,45.4833,290.76,80,0,1.8,MG,1724372065
322,mogadishu,2.0371,45.3438,297.92,84,100,8.94,SO,1724371923
323,greymouth,-42.4667,171.2,285.02,97,100,7.55,NZ,1724371981
324,an nuhud,12.7,28.4333,296.61,78,83,5.38,SD,1724371814
325,essex,40.7834,-74.2163,295.69,60,0,2.57,US,1724372070
326,nuuk,64.1835,-51.7216,278.49,87,100,3.6,GL,1724371920
327,caluula,11.9661,50.7569,302.28,61,66,2.28,SO,1724372073
328,sultanah,24.4926,39.5857,306.4,35,40,3.09,SA,1724372074
329,puerto lempira,15.2667,-83.7667,302.23,79,40,2.57,HN,1724372076
330,pio duran,13.0293,123.445,301.07,80,100,1.52,PH,1724372077
331,keflavik,64.0049,-22.5624,279.39,81,75,13.38,IS,1724372078
332,trinity beach,-16.7888,145.6968,299.85,78,100,6.47,AU,1724372080
333,kayangel,8.0823,134.7173,302.39,74,69,4.89,PW,1724372081
334,ghat,24.9647,10.1728,305.74,28,3,2.63,LY,1724372082
335,dakhla,23.6848,-15.958,294.47,82,48,9.06,EH,1724372084
336,alotau,-10.3069,150.4462,299.59,93,97,2.99,PG,1724372085
337,kapa'a,22.0752,-159.319,302.33,67,75,6.17,US,1724372086
338,kirensk,57.7853,108.1119,289.97,70,48,1.05,RU,1724372087
339,port moresby,-9.4431,147.1797,299.54,83,97,1.61,PG,1724371905
340,kanniyakumari,8.0833,77.5667,298.7,87,100,6.01,IN,1724372090
341,san juan de miraflores,-12.1629,-76.9635,288.8,86,86,4.09,PE,1724372091
342,eldorado at santa fe,35.5264,-105.9347,303.12,29,0,12.35,US,1724372093
343,masterton,-40.9597,175.6575,286.03,69,85,5.07,NZ,1724372094
344,mao,39.8885,4.2658,298.46,83,0,2.57,ES,1724372096
345,laojunmiao,39.8333,97.7333,292.47,40,77,0.94,CN,1724372097
346,checy,47.894,2.023,289.27,83,100,2.98,FR,1724372098
347,uturoa,-16.7333,-151.4333,298.4,74,41,8.53,PF,1724372099
348,pasto,1.2136,-77.2811,284.41,86,72,2.63,CO,1724372093
349,victorica,-36.2151,-65.4359,281.11,47,20,2.5,AR,1724372102
350,kuqa,41.7278,82.9364,297.62,40,100,2.55,CN,1724372103
351,raduzhny,62.0961,77.475,286.02,70,92,1.2,RU,1724372105
352,bodaybo,57.8506,114.1933,291.4,72,77,0.87,RU,1724372106
353,bargara,57.8506,114.1933,291.4,72,77,0.87,RU,1724372106
354,port elizabeth,-33.918,25.5701,286.31,81,0,11.32,ZA,1724372109
355,thompson,55.7433,-97.8635,291.25,94,100,3.09,CA,1724371559
356,touros,-5.1989,-35.4608,297.85,78,17,6.4,BR,1724372111
357,cidreira,-30.1811,-50.2056,289.7,93,99,2.31,BR,1724372113
358,mount isa,-20.7333,139.5,300.02,32,1,4.63,AU,1724372114
359,fort st. john,56.2499,-120.8529,296.8,33,66,6.19,CA,1724371902
360,altdorf,49.3875,11.3572,285.33,87,1,1.94,DE,1724372117
361,mo i rana,66.3128,14.1428,289.41,79,100,3.13,NO,1724372118
362,vingt cinq,66.3128,14.1428,289.41,79,100,3.13,NO,1724372118
363,andergrove,-21.0833,149.1833,295.54,66,0,2.36,AU,1724372121
364,anadyr,64.75,177.4833,284.43,66,75,5.81,RU,1724372122
365,saint-paul,-21.0096,55.2707,294.2,78,30,2.4,RE,1724372125
366,yaren,-0.5472,166.916,301.93,73,42,7.65,NR,1724372127
367,yarmouth,41.7057,-70.2286,294.18,75,100,5.14,US,1724372128
368,huarmey,-10.0681,-78.1522,289.46,88,18,6.66,PE,1724372129
369,newnham,-41.3833,147.1333,286.68,71,40,7.72,AU,1724372131
370,zhanaozen,43.3,52.8,299.73,22,60,3.26,KZ,1724372132
371,derbent,42.0678,48.2899,299.16,67,93,3.19,RU,1724372133
372,lorengau,-2.0226,147.2712,300.2,84,100,2.83,PG,1724372135
373,usogorsk,63.4106,48.6872,283.01,87,64,1.4,RU,1724372136
374,el salto,20.3333,-104.5,293.58,86,100,1.49,MX,1724372137
375,marsabit,2.3284,37.9899,291.67,57,71,1.12,KE,1724372138
376,wakkanai,45.4094,141.6739,297.14,100,75,7.2,JP,1724372140
377,qina,26.1642,32.7267,305.48,26,8,2.67,EG,1724372073
378,bikenibeu village,1.3673,173.1241,304.13,66,40,3.6,KI,1724372142
379,leer,53.2316,7.461,291.45,78,100,6.65,DE,1724372144
380,north bend,43.4065,-124.2243,290.1,77,40,3.6,US,1724372145
381,rio verde de mato grosso,-18.9181,-54.8442,301.57,21,6,2.39,BR,1724372147
382,ambalangoda,6.2355,80.0538,300.92,84,100,2.72,LK,1724372148
383,kegen,43.0197,79.2203,284.16,73,100,2.31,KZ,1724372150
384,kembe,4.6228,21.8865,293.22,94,100,1.01,CF,1724372151
385,dalandzadgad,43.5708,104.425,295.71,40,0,4.59,MN,1724372152
386,sabang,5.8933,95.3214,301.73,69,100,0.95,ID,1724372154
387,ad dilam,23.9915,47.1627,306.19,35,17,3.11,SA,1724372155
388,yekaterinovka,52.0508,44.3451,287.47,62,30,3.53,RU,1724372156
389,jilma,35.2731,9.4239,297.08,68,0,1.45,TN,1724372158
390,ataq,14.5377,46.8319,296.5,69,55,4.76,YE,1724372159
391,buka,40.8108,69.1986,292.78,34,0,3.1,UZ,1724372160
392,volcan,8.7667,-82.6333,286.99,95,100,1.96,PA,1724372161
393,anacapri,40.5558,14.2136,298.73,89,0,1.54,IT,1724372163
394,afaahiti,-17.75,-149.2833,296.45,76,24,11.52,PF,1724372164
395,palikir - national government center,6.9248,158.1611,303.62,74,75,2.57,FM,1724372165
396,humaita,-7.5099,-63.0249,303.0,34,1,1.1,BR,1724372094
397,ballina,-28.8667,153.5667,294.11,68,82,5.78,AU,1724372106
398,mukalla,14.5425,49.1242,301.08,74,47,3.37,YE,1724372169
399,bir hadaj,31.0263,34.7031,297.6,82,0,1.88,IL,1724372170
400,rawatsar,29.2833,74.3833,303.77,65,97,3.37,IN,1724372172
401,arteche,12.2645,125.4048,300.24,87,100,1.15,PH,1724372173
402,tuy hoa,13.0833,109.3,300.71,70,98,1.58,VN,1724372174
403,geraldton,-28.7667,114.6,292.38,77,10,4.63,AU,1724372176
404,taltal,-25.4,-70.4833,287.89,60,0,1.54,CL,1724372178
405,island harbour,50.724,-1.2758,290.39,72,100,2.24,GB,1724372179
406,yatou,37.15,122.3833,300.79,78,0,1.38,CN,1724372181
407,mil'kovo,55.6078,37.7956,291.12,60,84,4.04,RU,1724372182
408,tranovaho,55.6078,37.7956,291.12,60,84,4.04,RU,1724372182
409,lerwick,60.1545,-1.1494,284.31,86,64,9.15,GB,1724372185
410,upington,-28.4478,21.2561,283.36,27,0,1.54,ZA,1724372101
411,wesselsbron,-27.8549,26.3658,280.86,82,0,3.44,ZA,1724372188
412,kristiansund,63.1105,7.728,286.88,87,100,1.54,NO,1724371607
413,viqueque,-8.8673,126.3658,299.02,71,64,1.88,TL,1724372190
414,ketovo,55.355,65.3258,287.6,97,100,6.71,RU,1724372192
415,itoman,26.1247,127.6694,304.36,86,75,2.57,JP,1724372193
416,tolga,34.7222,5.3785,304.15,27,0,1.05,DZ,1724372194
417,port augusta,-32.5,137.7667,297.24,30,51,11.51,AU,1724372195
418,al bawiti,28.3492,28.8659,301.8,46,0,3.07,EG,1724372197
419,qaisumah,28.3112,46.1273,307.13,38,0,5.14,SA,1724372198
420,kourou,5.1552,-52.6478,299.12,85,25,3.99,GF,1724372199
421,puerto vallarta,20.6204,-105.2307,304.77,66,75,5.66,MX,1724372158
422,kharp,66.8014,65.8081,281.3,98,89,3.75,RU,1724372202
423,kushnarenkovo,55.105,55.3508,284.46,94,8,3.06,RU,1724372203
424,kalach,50.4258,41.0261,291.53,69,71,3.38,RU,1724372205
425,portland,45.5234,-122.6762,294.88,67,100,1.54,US,1724372026
426,rabo de peixe,37.8,-25.5833,296.88,78,20,3.09,PT,1724372207
427,pocone,-16.2567,-56.6228,302.39,22,1,2.4,BR,1724372208
428,tindouf,27.6711,-8.1474,302.75,21,0,7.74,DZ,1724372210
429,bensenville,41.955,-87.9401,297.22,53,75,2.57,US,1724371937
430,yangambi,0.8102,24.4336,293.1,96,89,1.13,CD,1724372212
431,sabinas,27.85,-101.1167,311.8,24,34,9.35,MX,1724372213
432,castrop-rauxel,51.55,7.3167,292.4,64,95,1.34,DE,1724372215
433,maryborough,-25.5333,152.7,297.82,53,0,1.31,AU,1724372216
434,mitu,1.1983,-70.1733,297.89,80,86,1.52,CO,1724371980
435,ende,-8.8432,121.6623,298.18,79,99,1.64,ID,1724372219
436,muravlenko,63.7898,74.523,283.24,83,70,3.21,RU,1724372220
437,katsuura,35.1333,140.3,300.63,80,50,5.69,JP,1724372222
438,conde,-7.2597,-34.9075,298.85,78,75,4.63,BR,1724372223
439,petropavlovsk-kamchatsky,53.0452,158.6483,290.48,72,75,1.0,RU,1724372225
440,ta`u,-14.2336,-169.5144,299.21,67,65,9.44,AS,1724372226
441,nadym,65.5333,72.5167,280.98,93,100,2.81,RU,1724372227
442,wanning,18.8003,110.3967,301.62,80,91,3.57,CN,1724372229
443,pisco,-13.7,-76.2167,290.18,82,100,5.66,PE,1724372230
444,al jawf,29.5,38.75,301.97,24,1,1.62,SA,1724372231
445,kailua-kona,19.6406,-155.9956,299.97,81,23,1.34,US,1724372232
446,ivins,37.1686,-113.6794,299.35,54,34,3.13,US,1724372234
447,turgen,43.4006,77.5933,293.55,30,69,3.94,KZ,1724372235
448,calderitas,18.55,-88.25,303.21,74,40,0.0,MX,1724372237
449,majene,-3.5403,118.9707,298.36,83,100,2.2,ID,1724372238
450,tralee,52.2704,-9.7026,285.45,94,99,13.26,IE,1724372240
451,eloi mendes,-21.61,-45.5653,292.67,35,0,1.51,BR,1724372241
452,puerto baquerizo moreno,-0.9,-89.6,292.8,80,76,7.93,EC,1724372194
453,itarantim,-15.6597,-40.0656,294.17,83,84,2.37,BR,1724371854
454,ozark,37.0209,-93.206,298.38,56,90,3.08,US,1724372245
455,bathsheba,13.2167,-59.5167,301.49,83,20,4.63,BB,1724372246
456,nantucket,41.2835,-70.0995,292.21,77,0,5.14,US,1724372223
457,muzayri',41.2835,-70.0995,292.21,77,0,5.14,US,1724372223
458,pontianak,-0.0333,109.3333,297.14,100,40,1.54,ID,1724372250
459,muurame,62.1333,25.6667,291.02,93,71,1.42,FI,1724372251
460,vermillion,42.7794,-96.9292,303.09,34,43,6.51,US,1724372101
461,duncan,34.5023,-97.9578,307.09,38,0,8.23,US,1724372230
462,karratha,-20.7377,116.8463,295.17,74,0,3.22,AU,1724372255
463,antofagasta,-23.65,-70.4,286.75,71,45,1.87,CL,1724372060
464,lamu,-2.2717,40.902,297.67,82,76,7.21,KE,1724372258
465,anse a galets,18.8317,-72.8642,303.64,72,82,2.17,HT,1724372259
466,platteville,42.7342,-90.4785,295.2,56,0,3.6,US,1724372260
467,soio,-6.1349,12.3689,294.25,94,75,3.27,AO,1724372262
468,san antonio de pale,-1.4014,5.6325,296.4,84,100,5.93,GQ,1724372263
469,bayang,7.7928,124.1917,296.69,88,99,1.38,PH,1724372264
470,macapa,0.0389,-51.0664,302.14,84,40,6.17,BR,1724372166
471,vila velha,-20.3297,-40.2925,297.12,82,0,5.14,BR,1724371631
472,glace bay,46.1969,-59.957,292.58,91,40,5.14,CA,1724372268
473,summerside,46.3959,-63.7876,292.22,77,26,3.6,CA,1724372270
474,malango,-2.9627,119.9001,293.24,98,99,0.52,ID,1724372271
475,plymouth,41.8334,-70.8328,293.18,77,40,0.0,US,1724372171
476,freetown,8.484,-13.2299,298.99,89,75,4.12,SL,1724372274
477,sisimiut,66.9395,-53.6735,281.59,58,91,3.06,GL,1724372276
478,hayma',66.9395,-53.6735,281.59,58,91,3.06,GL,1724372276
479,jinghong,21.991,100.7341,294.99,100,100,0.47,CN,1724372278
480,dapa,9.7594,126.0531,301.26,72,100,1.55,PH,1724372280
481,morazan,15.3167,-87.6,296.94,92,46,1.55,HN,1724372281
482,doka,13.5167,35.7667,293.88,96,100,2.58,SD,1724372283
483,kalmunai,7.4167,81.8167,299.5,82,100,6.36,LK,1724372284
484,vernon,50.2581,-119.2691,301.9,39,86,1.03,CA,1724372286
485,moab,38.5733,-109.5498,298.18,25,47,4.82,US,1724372287
486,cadale,2.7603,46.3222,297.82,85,100,8.77,SO,1724372288
487,lib,8.3122,167.3766,301.78,74,27,4.22,MH,1724372289
488,aykol,38.1751,77.2132,292.54,59,100,2.22,CN,1724372291
489,belmonte,-15.8631,-38.8828,296.1,86,20,3.18,BR,1724372292
490,laguna,38.421,-121.4238,300.23,51,0,9.26,US,1724372293
491,vetluzhskiy,58.3902,45.4654,282.97,88,0,1.22,RU,1724372295
492,novodvinsk,64.4165,40.8122,286.01,85,0,3.06,RU,1724372296
493,tolanaro,-25.0319,46.9987,290.19,88,0,0.0,MG,1724372297
494,rio san juan,19.6439,-70.0763,300.39,88,100,4.97,DO,1724372299
495,pritzwalk,53.1494,12.1741,291.1,64,99,4.23,DE,1724372300
496,sechura,-5.5569,-80.8222,292.29,72,10,8.04,PE,1724372301
497,vilyuchinsk,52.9306,158.4028,291.3,74,86,0.45,RU,1724372302
498,guerrero negro,27.9769,-114.0611,297.88,60,0,7.15,MX,1724372304
499,del rio,29.3627,-100.8968,316.21,19,0,9.77,US,1724372015
500,tofol,5.3248,163.0078,302.47,71,9,5.32,FM,1724372306
501,babu,24.4167,111.5167,300.33,90,95,0.63,CN,1724372307
502,pokhara,28.2333,83.9833,293.71,86,92,1.64,NP,1724372309
503,vyborg,60.7076,28.7528,290.12,97,57,1.7,RU,1724372310
504,hanzhong,33.0728,107.0303,299.95,79,41,0.85,CN,1724372311
505,codrington,-38.2667,141.9667,285.9,79,100,4.25,AU,1724372313
506,manggar,-2.8833,108.2667,300.41,77,95,5.27,ID,1724372314
507,tasbuget,-2.8833,108.2667,300.41,77,95,5.27,ID,1724372314
508,porbandar,21.6422,69.6093,300.91,82,100,4.91,IN,1724372317
509,la palma,33.8464,-118.0467,302.67,56,20,5.14,US,1724372318
510,cuencame de ceniceros,24.8711,-103.6964,304.63,19,11,8.12,MX,1724372319
511,horta,38.5333,-28.6333,298.16,92,75,5.66,PT,1724372052
512,al minya,28.1099,30.7503,303.21,46,2,4.36,EG,1724372322
513,santa quiteria,-4.3319,-40.1567,298.23,65,3,3.04,BR,1724372323
514,ouellah,-4.3319,-40.1567,298.23,65,3,3.04,BR,1724372323
515,sao vicente,-23.9631,-46.3919,297.17,50,1,1.18,BR,1724372194
516,benjamin constant,-4.3831,-70.0311,300.22,63,27,0.59,BR,1724372327
517,suihua,46.6406,126.9969,291.66,77,0,3.88,CN,1724372328
518,ongjin,37.9347,125.3619,300.56,79,0,3.64,KP,1724372330
519,bowen,-20.0167,148.2333,297.11,61,1,3.94,AU,1724372331
520,necochea,-38.5473,-58.7368,279.87,75,100,7.46,AR,1724372332
521,filadelfia,39.9524,-75.1636,295.87,58,0,2.57,US,1724371697
522,grenada,37.1882,-3.6067,298.66,57,0,2.57,ES,1724372206
523,buenavista del norte,28.3746,-16.861,300.59,70,2,8.84,ES,1724372336
524,riachao das neves,-11.7461,-44.91,297.17,31,2,1.49,BR,1724372337
525,magistral'nyy,56.1725,107.4458,289.43,67,97,1.11,RU,1724372339
526,xining,36.6167,101.7667,290.11,76,37,0.8,CN,1724372340
527,oranjemund,-28.55,16.4333,287.74,67,0,3.73,NA,1724372341
528,bodo,67.28,14.405,291.36,67,100,5.66,NO,1724372343
529,maricopa,33.0581,-112.0476,313.74,23,75,3.6,US,1724372335
530,saint-philippe,-21.3585,55.7679,294.33,68,54,4.16,RE,1724372345
531,nynashamn,58.9034,17.9479,288.45,88,100,7.73,SE,1724372347
532,baharly,38.4362,57.4316,299.39,22,0,0.76,TM,1724372292
533,gariadhar,21.5333,71.5833,300.48,85,100,2.99,IN,1724372349
534,guayaramerin,-10.8368,-65.3614,303.36,34,7,1.55,BO,1724372350
535,isangel,-19.55,169.2667,297.84,64,6,5.27,VU,1724372352
536,miracema do tocantins,-9.5618,-48.3967,302.54,25,5,2.12,BR,1724372353
537,al majaridah,19.1236,41.9111,302.16,78,82,1.66,SA,1724372354
538,mayya,61.7333,130.2811,288.89,80,100,1.9,RU,1724372356
539,chudovo,59.1167,31.6833,290.59,99,65,3.8,RU,1724372357
540,san angelo,31.465,-100.4405,312.26,20,20,4.12,US,1724372184
541,susanville,40.4163,-120.653,298.61,27,63,2.68,US,1724372106
542,brokopondo,4.75,-55.1667,299.78,82,58,5.32,SR,1724372361
543,verdal,63.7933,11.4817,286.73,97,100,2.23,NO,1724372362
544,flying fish cove,-10.4217,105.6791,297.97,88,100,4.12,CX,1724372118
545,pearsall,28.8922,-99.095,312.9,25,1,6.87,US,1724372268
546,makungu,-8.7333,35.2833,285.25,91,27,1.11,TZ,1724372366
547,port hedland,-20.3167,118.5667,296.18,94,75,3.6,AU,1724372367
548,nouadhibou,20.931,-17.0347,297.14,83,0,4.63,MR,1724372369
549,bad sachsa,51.595,10.5555,288.62,80,81,1.48,DE,1724372370
550,taoudenni,22.6783,-3.9836,310.16,29,37,4.85,ML,1724372371
551,pandan,14.0453,124.1694,301.85,82,100,1.85,PH,1724372372
552,grand-lahou,5.1367,-5.0242,296.68,92,94,4.75,CI,1724372374
553,marsa alam,25.0757,34.8918,304.6,45,14,2.08,EG,1724372375
554,kushk,33.2957,61.9522,294.26,25,0,3.25,AF,1724372376
555,valparaiso,-33.0393,-71.6273,282.95,81,0,0.0,CL,1724372174
556,rocky mountain house,52.3668,-114.9188,294.21,52,73,4.63,CA,1724372379
557,nova vicosa,-17.8919,-39.3719,295.54,88,2,3.33,BR,1724372380
558,santa isabel,-23.3156,-46.2214,292.76,40,0,1.08,BR,1724372381
559,fandriana,-20.2333,47.3833,282.29,89,3,1.56,MG,1724372383
560,yulinshi,38.2906,109.7494,297.45,63,76,2.23,CN,1724372384
561,mafinga,-7.25,35.0667,292.11,57,20,2.27,TZ,1724372385
562,port shepstone,-30.7414,30.455,288.1,68,100,0.81,ZA,1724372387
563,shendi,16.6915,33.4341,299.96,70,100,6.6,SD,1724372388
564,pacific grove,36.6177,-121.9166,294.97,80,0,4.12,US,1724372389
565,christchurch,-43.5333,172.6333,289.49,57,100,5.14,NZ,1724372160
566,saddle brooke,-43.5333,172.6333,289.49,57,100,5.14,NZ,1724372160
567,tonghae,37.5439,129.1069,301.89,61,72,3.74,KR,1724372393
568,nikol'sk,53.7189,46.0712,284.94,81,32,2.15,RU,1724372395
569,beitbridge,-22.2167,30.0,289.14,75,8,10.1,ZW,1724372396
570,ghanzi,-21.5667,21.7833,288.11,15,0,2.88,BW,1724372397
571,goniri,11.4833,12.3144,296.33,91,100,2.29,NG,1724372399
572,dalton,34.7698,-84.9702,299.52,70,70,1.13,US,1724372309
573,tchintabaraden,15.8969,5.7985,300.54,59,90,1.65,NE,1724372402
574,jinchang,38.4953,102.1739,296.97,43,50,2.17,CN,1724372403
575,hofbieber,50.5863,9.8353,287.04,70,53,3.26,DE,1724372404
576,mahalapye,-23.1041,26.8142,287.45,76,0,7.82,BW,1724372405
577,juan l. lacaze,-34.4333,-57.4167,282.76,80,100,8.12,UY,1724372407
578,mar del plata,-38.0,-57.56,281.53,91,100,6.26,AR,1724372314
579,ourilandia do norte,-38.0,-57.56,281.53,91,100,6.26,AR,1724372314
580,galesong,-5.3166,119.3661,299.62,71,53,0.83,ID,1724372411
581,devinuwara,-5.3166,119.3661,299.62,71,53,0.83,ID,1724372411
582,puerto yuca,2.9383,-73.2083,299.95,73,99,1.64,CO,1724372413
583,bandar lampung,-5.4254,105.258,297.71,88,76,0.97,ID,1724372415
